System,material_id,E per atom above ground state,num__ElementProperty_MagpieData maximum NpValence,Shear Modulus Voigt,range oxidation state,Melting Point (K),num__ElementProperty_MagpieData avg_dev GSbandgap,num__ElementProperty_MagpieData mode NUnfilled,num__ElementProperty_MagpieData mean NUnfilled,num__DensityFeatures_vpa,num__ElementProperty_MagpieData mean NpUnfilled,num__ElementProperty_MagpieData range SpaceGroupNumber
NaTaCl6,mp-28179,0.0537644947596156,5.0,,6,765.0,0.934875,1.0,1.75,26.796596534072464,0.75,165.0
Na3ScCl6,mp-1189516,0.0589819754999991,5.0,,4,917.0,1.19664,1.0,1.8,23.378189434033523,0.6,165.0
Na3InCl6,mp-23503,0.0744722904000001,5.0,,4,828.0,1.19664,1.0,1.4,25.496521492274795,1.1,165.0
Na3YCl6,mp-31362,0.0689263473000005,5.0,,4,883.0,1.19664,1.0,1.8,24.855382650243904,0.6,165.0
NaSbCl6,mp-28177,0.1044244128365385,5.0,,6,585.0,0.934875,1.0,1.25,27.44781051807671,1.125,165.0
Na6MgCl8,mp-1210184,0.089480405238095,5.0,,3,853.0,1.2409599999999998,1.0,0.9333333333333332,22.998107957841267,0.5333333333333333,165.0
Na6MnCl8,mp-27125,0.1116073746666659,5.0,,3,906.0,1.2409599999999998,1.0,1.2666666666666666,22.94709944599079,0.5333333333333333,165.0
NaAl3NiCl12,mp-568785,0.0662390380392161,5.0,,4,409.0,1.0351557093425603,1.0,1.7647058823529411,30.15202355861414,1.588235294117647,165.0
NaAl6Sb7(TeCl3)8,mp-1200510,0.1261643623188404,5.0,,5,1063.0,1.1599395085066162,1.0,2.0,32.7378099758358,1.9782608695652173,165.0
K2MgCl4,mp-27207,0.0312958897142858,5.0,11.104,3,730.0,1.221061224489796,1.0,0.8571428571428571,27.096964077166227,0.5714285714285714,165.0
Mg(AlCl4)2,mp-542463,0.0505363131818179,5.0,,4,475.0,0.9889586776859502,1.0,1.6363636363636365,27.63658186229984,1.6363636363636365,161.0
KAlCl4,mp-27755,0.0439054062990194,5.0,,4,,1.108,1.0,1.6666666666666667,31.138938121108897,1.5,165.0
AlTeCl7,mp-573751,0.0487019171296294,5.0,,5,450.0,0.7815802469135803,1.0,1.5555555555555556,31.36176909256357,1.5555555555555556,161.0
Al2VCl8,mp-568443,0.0726759371818186,5.0,,4,365.0,0.9889586776859502,1.0,2.272727272727273,27.44949489088923,1.6363636363636365,165.0
Ca(AlCl4)2,mp-570703,0.0523413227727274,5.0,,4,596.0,0.9889586776859502,1.0,1.6363636363636365,29.276043447264133,1.6363636363636365,161.0
K6InTe4Cl,mp-568916,0.1375775045370368,5.0,,5,1066.0,0.4228194444444444,1.0,1.6666666666666667,38.78948777466652,1.1666666666666667,165.0
KCaCl3,mp-1211643,0.0766418244000002,5.0,,3,981.0,1.19664,1.0,0.8,28.61731824532564,0.6,165.0
KVCl3,mp-1205604,0.1093550323999998,5.0,,3,1225.0,1.19664,1.0,2.2,25.509335182458013,0.6,165.0
KMnCl3,mp-567530,0.0419552822,5.0,,3,761.0,1.19664,1.0,1.8,24.4195827339041,0.6,165.0
K2CuCl3,mp-569952,0.0436210004166661,5.0,,2,663.0,1.2465,1.0,1.0,25.66298855891712,0.5,165.0
KGeCl3,mp-998613,0.0407587622999998,5.0,,3,494.0,1.10472,1.0,1.6,31.35309319788258,1.4,165.0
K2ZnCl4,mp-653633,0.0545727412976191,5.0,,3,757.0,1.221061224489796,1.0,0.8571428571428571,30.41485583034665,0.5714285714285714,165.0
K2CoCl4,mp-23515,0.0943108477380954,5.0,,3,770.0,1.221061224489796,1.0,1.2857142857142858,29.934957451397786,0.5714285714285714,165.0
KGaCl4,mp-30219,0.0444322883578429,5.0,,4,503.0,1.108,1.0,1.6666666666666667,29.29698274657992,1.5,165.0
K2LaCl5,mp-1201545,0.0716041366105768,5.0,,4,956.0,1.16859375,1.0,2.0,28.40025833529183,0.625,165.0
K2SbCl5,mp-27241,0.0368580917548078,5.0,,4,830.0,1.16859375,1.0,1.25,29.08576740817091,1.0,165.0
KSn2Cl5,mp-23539,0.0382498228846155,5.0,,3,495.0,1.16859375,1.0,1.75,28.35845711297212,1.625,165.0
K2YCl5,mp-1211533,0.0642017754086534,5.0,,4,1060.0,1.16859375,1.0,2.0,26.830855249599026,0.625,165.0
K2TiCl6,mp-27839,0.0771666255555558,5.0,5.98,5,1036.0,1.108,1.0,1.7777777777777777,26.21659165225724,0.6666666666666666,165.0
KSbCl6,mp-1211377,0.1187937326923074,5.0,,6,524.0,0.934875,1.0,1.25,28.06063367096525,1.125,165.0
K3InCl6,mp-569132,0.0873414407999999,5.0,,4,840.0,1.19664,1.0,1.4,28.53803194776492,1.1,165.0
K2MnCl6,mp-27304,0.1572872236111107,5.0,6.432,5,727.0,1.108,1.0,1.4444444444444444,25.11924406179164,0.6666666666666666,165.0
KNbCl6,mp-675801,0.0779283449038459,5.0,,6,714.0,0.934875,1.0,1.75,34.96344547871457,0.75,165.0
KTaCl6,mp-1211251,0.0341853720673075,5.0,,6,730.0,0.934875,1.0,1.75,27.34904238938763,0.75,165.0
K2SnCl6,mp-571453,0.1605101557407411,5.0,,5,539.0,1.108,1.0,1.3333333333333333,28.40993764022549,1.1111111111111112,165.0
K2TeCl6,mp-569149,0.1109222571296291,5.0,5.477,5,871.0,1.039259259259259,1.0,1.1111111111111112,29.018811153590185,0.8888888888888888,165.0
K3ScCl6,mp-1196072,0.0738897709000001,5.0,,4,1070.0,1.19664,1.0,1.8,28.115760754267185,0.6,165.0
K3TiCl6,mp-1205449,0.0693650338,5.0,,4,1058.0,1.19664,1.0,1.7,27.37228370611666,0.6,165.0
KY2Cl7,mp-1211540,0.0663056532499997,5.0,,4,873.0,1.04706,1.0,2.6,27.9472223637831,0.7,165.0
KNb2Cl11,mp-1192824,0.0408993408928575,5.0,,6,653.0,0.8394795918367348,1.0,1.8571428571428568,28.832589278949,0.7857142857142857,165.0
Ca9La5Cl33,mp-782047,0.0109511207801409,5.0,,4,1004.0,1.0427940244454503,1.0,1.6595744680851063,25.091201620978644,0.7021276595744681,161.0
FeTeCl7,mp-540997,0.1218965218518515,5.0,,5,435.0,0.7815802469135803,1.0,1.4444444444444444,30.09806322745217,1.0,165.0
Ga2NiCl8,mp-580999,0.0622244808181817,5.0,,4,310.0,0.9889586776859502,1.0,1.818181818181818,26.77295486345371,1.6363636363636365,161.0
GaCuCl4,mp-29362,0.0431729101470588,5.0,5.78,4,497.0,1.108,1.0,1.6666666666666667,24.777234944873413,1.5,161.0
GaSbCl6,mp-27735,0.0228717058653846,5.0,,4,327.0,0.934875,1.0,1.75,31.36713735282937,1.75,102.0
GaTeCl,mp-27449,0.2020179099019605,5.0,,5,632.0,1.0048888888888887,1.0,2.6666666666666665,30.11706084760648,2.6666666666666665,88.0
Zr(TeCl6)2,mp-569684,0.0844972168412701,5.0,,5,473.0,0.6987733333333332,1.0,1.6,33.65079878289606,1.0666666666666669,130.0
InTeCl,mp-504630,0.1242666285294116,5.0,,5,775.0,1.0048888888888887,1.0,2.6666666666666665,32.64934154894373,2.6666666666666665,88.0
LaTeCl,mp-1103189,0.1482931071568627,5.0,,5,1394.0,1.0048888888888887,1.0,4.0,28.64231032824645,1.0,130.0
LiFeBr4,mp-1211043,0.0890135293872549,5.0,,4,445.0,0.6475555555555556,1.0,1.5,29.165420542945125,0.6666666666666666,165.0
La(AlBr4)3,mp-568896,0.0666767018154756,5.0,,4,539.0,0.546375,1.0,2.25,39.94038511263157,1.6875,161.0
Zr2TeBr12,mp-28672,0.1241157375238093,5.0,,5,481.0,0.4167466666666666,1.0,2.0,40.50487299307012,0.9333333333333332,130.0
NbTeBr3,mp-28038,0.1450874041999998,5.0,,7,502.0,0.588,1.0,2.4,32.15304985548809,1.0,165.0
InTeBr,mp-29236,0.1548038688725492,5.0,,5,781.0,0.5444444444444444,1.0,2.6666666666666665,36.81909878259141,2.6666666666666665,88.0
TaTeBr9,mp-29716,0.0819366341818184,5.0,,6,462.0,0.3644628099173553,1.0,1.6363636363636365,35.581806485938834,1.0,165.0
La3Te4Br,mp-1198669,0.1430114881009618,5.0,,5,1642.0,0.31059375,2.0,4.5,32.88489036919737,1.125,130.0
LiInI4,mp-541001,0.0803468940686276,5.0,,4,508.0,0.472,1.0,1.6666666666666667,40.40873340232729,1.5,165.0
LiGaI4,mp-567967,0.1196116665441171,5.0,,4,491.0,0.472,1.0,1.6666666666666667,38.15485421878964,1.5,165.0
AlTeI7,mp-29407,0.0710452653703703,5.0,,5,460.0,0.2869135802469136,1.0,1.5555555555555556,48.58756892383929,1.5555555555555556,161.0
Ca3SbI3,mp-1214080,0.1534101857380956,5.0,,5,1275.0,0.5201632653061224,0.0,0.8571428571428571,37.53440559780996,0.8571428571428571,161.0
GaCuI4,mp-29403,0.1064348299999999,5.0,5.201,4,510.0,0.472,1.0,1.6666666666666667,37.98353795721692,1.5,161.0
GaTeI7,mp-29541,0.1205193652777776,5.0,,5,464.0,0.2869135802469136,1.0,1.5555555555555556,48.20887658893166,1.5555555555555556,88.0
NbTe4I,mp-505088,0.1962171989828434,5.0,,6,661.0,0.1918888888888889,2.0,2.6666666666666665,35.42755281318242,1.5,165.0
InTeI,mp-29234,0.1665129770098037,5.0,,5,913.0,0.368888888888889,1.0,2.6666666666666665,41.824460135778885,2.6666666666666665,88.0
LiZnN,mp-7575,0.174092806078431,3.0,86.596,5,1159.0,2.8608888888888893,0.0,1.3333333333333333,9.59427623038902,1.0,35.0
LiMgN,mp-37906,0.2126667175490197,3.0,86.804,5,1238.0,2.8608888888888893,0.0,1.3333333333333333,10.150766261936482,1.0,35.0
Li2ZrN2,mp-3216,0.1946290391999987,3.0,116.646,7,1892.0,3.0897600000000005,1.0,3.2,10.114962065884043,1.2,35.0
Li3YN2,mp-1029592,0.20807055074755,3.0,47.338,6,1631.0,2.8608888888888893,1.0,3.0,12.140798956760465,1.0,35.0
Li2GeN2,mp-1029776,0.2503424995000003,3.0,53.351,7,1468.0,3.0284800000000005,1.0,2.4,10.387119578151616,2.0,35.0
Li4TaN3,mp-30129,0.228292583701922,3.0,,8,1677.0,3.01734375,1.0,2.5,10.37792892697954,1.125,35.0
LiV2N3,mp-1029338,0.2405896268137262,3.0,83.741,8,1346.0,3.2185,3.0,4.0,10.056508017912805,1.5,35.0
LiHf2N3,mp-1029331,0.2304069596078424,3.0,,7,2511.0,3.2185,3.0,4.333333333333333,13.352758098743337,1.5,35.0
Li7TaN4,mp-14753,0.1774424595370369,3.0,68.225,8,1643.0,2.8608888888888893,1.0,2.1666666666666665,9.643001342108404,1.0,35.0
HfMgN2,mp-1029834,0.3317194996749997,3.0,89.092,7,2769.0,3.2185,3.0,3.5,12.92603776537847,1.5,0.0
CaMg2N2,mp-5795,0.2048941757999998,3.0,78.303,5,1800.0,3.0897600000000005,0.0,1.2,13.125395274862717,1.2,31.0
Mg2NbN3,mp-1246788,0.3268893353431377,3.0,,8,2056.0,3.2185,3.0,2.6666666666666665,12.38800761004996,1.5,35.0
Ca3Al3N5,mp-1029921,0.1699186807272728,3.0,66.017,6,2063.0,3.1919008264462807,3.0,2.727272727272727,13.23643390469506,2.727272727272727,31.0
CaHfN2,mp-1029359,0.3488292412000007,3.0,124.026,7,2996.0,3.2185,3.0,3.5,12.972651874104653,1.5,31.0
CaTiN2,mp-1029572,0.2284357410562503,3.0,,7,2136.0,3.2185,3.0,3.5,13.479672344484156,1.5,31.0
CaGeN2,mp-7801,0.348172474550001,3.0,63.111,7,1628.0,3.12275,3.0,2.5,13.203385515280534,2.5,31.0
Ca2ZnN2,mp-8818,0.2899158050999997,3.0,48.071,5,1710.0,3.0897600000000005,0.0,1.2,16.08466429647123,1.2,31.0
Ca4ZrN4,mp-1029660,0.2495310049074071,3.0,43.375,7,2702.0,3.178765432098766,0.0,2.2222222222222223,17.073593137885418,1.3333333333333333,31.0
Ca4SnN4,mp-1029681,0.2160364041666671,3.0,,7,,3.178765432098766,0.0,1.7777777777777777,16.745209343560404,1.7777777777777777,84.0
Ca5VN5,mp-1247440,0.3038860944090915,3.0,,8,1847.0,3.1919008264462807,0.0,2.0,15.39603344587365,1.3636363636363635,35.0
Ca6GaN5,mp-17875,0.208090523425926,3.0,36.178,6,1733.0,3.129097222222222,0.0,1.6666666666666667,17.434179651454084,1.6666666666666667,161.0
Ca6MnN5,mp-17577,0.2087403930555558,3.0,40.396,6,1727.0,3.129097222222222,0.0,1.6666666666666667,17.086423082714308,1.25,31.0
HfZnN2,mp-1014251,0.2607495196,3.0,93.38,7,2326.0,3.2185,3.0,3.5,11.993967648794667,1.5,0.0
TiZnN2,mp-1016108,0.2938737063250007,3.0,55.749,7,1817.0,3.2185,3.0,3.5,12.028829574234008,1.5,0.0
TaZn2N3,mp-1029387,0.2765698042156863,3.0,,8,2067.0,3.2185,3.0,2.6666666666666665,12.6574898434583,1.5,35.0
MnZn2N3,mp-1029354,0.2297174358333338,3.0,,6,1782.0,3.2185,3.0,2.333333333333333,11.240164281333064,1.5,23.0
NbZn2N3,mp-1029422,0.3156851914705871,3.0,52.784,8,1723.0,3.2185,3.0,2.6666666666666665,12.70607305544503,1.5,35.0
Zn3MoN4,mp-1246430,0.3308829010576914,3.0,,9,1380.0,3.2185,3.0,2.25,12.126651354652523,1.5,35.0
La2GaN3,mp-568036,0.2886235948774507,3.0,,6,1977.0,3.2185,3.0,5.333333333333333,15.564204819773522,2.333333333333333,130.0
Y3Te3N,mp-1193658,0.2166973017619051,4.0,,6,1767.0,1.519591836734694,2.0,5.142857142857143,28.534409665362546,1.2857142857142858,42.0
LaMoN3,mp-989631,0.2687048482999987,3.0,,9,1748.0,3.0897600000000005,3.0,4.8,16.323074080737058,1.8,35.0
LiMnF4,mp-558059,0.0990685392401955,5.0,,4,1049.0,0.8755555555555556,1.0,1.6666666666666667,10.725808281075471,0.6666666666666666,214.0
LiSbF6,mp-3980,0.0748204586538463,5.0,,6,573.0,0.73875,1.0,1.25,12.257026440651083,1.125,214.0
LiTaF6,mp-1080679,0.0857993210576912,5.0,,6,934.0,0.73875,1.0,1.75,13.092570171542125,0.75,214.0
LiVF6,mp-2710677,0.0654059936538464,5.0,,6,1062.0,0.73875,1.0,1.75,13.942254884969651,0.75,214.0
LiCoF4,mp-554689,0.1665023535784309,5.0,,4,1088.0,0.8755555555555556,1.0,1.3333333333333333,11.200749770257753,0.6666666666666666,214.0
LiInF4,mp-8892,0.0777021008578433,5.0,,4,1100.0,0.8755555555555556,1.0,1.6666666666666667,11.49907672370641,1.5,214.0
LiNbF6,mp-1078799,0.072668483653846,5.0,,6,892.0,0.73875,1.0,1.75,12.90473879618902,0.75,214.0
LiYF4,mp-3700,0.0963553380392152,5.0,33.619,4,1127.0,0.8755555555555556,1.0,2.333333333333333,11.823371137134876,0.6666666666666666,214.0
LiVF4,mp-754895,0.1159450060294116,5.0,,4,1072.0,0.8755555555555556,1.0,2.0,10.725095631180418,0.6666666666666666,214.0
LiSb2F7,mp-1195657,0.0542803652000003,5.0,,4,504.0,0.8274000000000001,1.0,1.4,14.388737142932914,1.3,214.0
Li2SnF6,mp-1205739,0.0671730769444449,5.0,,5,871.0,0.8755555555555554,1.0,1.3333333333333333,10.525273261700471,1.1111111111111112,214.0
Li2MnF6,mp-754966,0.0849307172222229,5.0,,5,1040.0,0.8755555555555554,1.0,1.4444444444444444,9.95246662694923,0.6666666666666666,214.0
Li2ZrF6,mp-542219,0.0500952922222222,5.0,,5,968.0,0.8755555555555554,1.0,1.7777777777777777,10.443783135703846,0.6666666666666666,214.0
Li2TiF6,mp-7603,0.0643687477777783,5.0,31.431,5,1094.0,0.8755555555555554,1.0,1.7777777777777777,10.396222828465602,0.6666666666666666,214.0
Li2GeF6,mp-7791,0.0716968866666665,5.0,,5,1025.0,0.8188148148148149,1.0,1.3333333333333333,9.979806498939128,1.1111111111111112,214.0
Li2MnF5,mp-556229,0.0720691136538453,5.0,,4,1061.0,0.9234375,1.0,1.5,10.32765344983588,0.625,214.0
Li2VF6,mp-753861,0.0584883782407406,5.0,,5,1102.0,0.8755555555555554,1.0,1.6666666666666667,10.190509386968294,0.6666666666666666,214.0
Li3VF6,mp-21633,0.0754302513000002,5.0,,4,1158.0,0.9456,1.0,1.6,10.05255456405658,0.6,214.0
Li3FeF6,mp-776627,0.0828762019333329,5.0,,4,1027.0,0.9456,1.0,1.3,10.01018612044493,0.6,214.0
Li3GaF6,mp-15558,0.0702732291666672,5.0,,4,1107.0,0.9456,1.0,1.4,9.90889790801744,1.1,214.0
MgTiF6,mp-1399447,0.126989832307693,5.0,,5,1106.0,0.73875,1.0,1.75,13.092805546055232,0.75,179.0
MgZrF6,mp-1025460,0.1364511637500003,5.0,,5,1135.0,0.73875,1.0,1.75,15.856628979006649,0.75,179.0
MgSnF6,mp-1397451,0.1375436768269233,5.0,,5,1022.0,0.73875,1.0,1.25,13.25133226659445,1.25,179.0
CaMnF5,mp-557426,0.1072679230000002,5.0,,4,1163.0,0.8040816326530613,1.0,1.4285714285714286,14.468572080140962,0.7142857142857143,210.0
CaTaF7,mp-558235,0.0589998660185191,5.0,,6,1923.0,0.6809876543209877,1.0,1.5555555555555556,14.879472688274628,0.7777777777777778,214.0
CaFeF5,mp-542232,0.1085135644761905,5.0,,4,1049.0,0.8040816326530613,1.0,1.2857142857142858,14.155712475313951,0.7142857142857143,214.0
CaVF6,mp-1391106,0.0843636830769227,5.0,,5,1161.0,0.73875,1.0,1.625,14.413414174029816,0.75,214.0
CaSnF6,mp-4782,0.1170183373076927,5.0,,5,1215.0,0.73875,1.0,1.25,17.771483157755593,1.25,210.0
CaMnF6,mp-1387972,0.1198969364423074,5.0,,5,1072.0,0.73875,1.0,1.375,13.900321162604683,0.75,210.0
CaTiF6,mp-27315,0.1008545473076925,5.0,34.298,5,1054.0,0.73875,1.0,1.75,17.55868086091457,0.75,210.0
TiZnF6,mp-1403065,0.0857188126923071,5.0,,5,1036.0,0.73875,1.0,1.75,12.696774897939385,0.75,179.0
MnZnF6,mp-1386276,0.1025144190384619,5.0,,5,1010.0,0.73875,1.0,1.375,11.539301646645084,0.75,202.0
ZnSnF6,mp-13903,0.1125702608653842,5.0,25.018,5,964.0,0.73875,1.0,1.25,13.175342784844917,1.25,179.0
YSnF7,mp-18183,0.1056492007407401,5.0,,5,781.0,0.6809876543209877,1.0,2.2222222222222223,14.502446341362754,1.2222222222222223,179.0
YZrF7,mp-1207624,0.0904474103703698,5.0,,5,475.0,0.6809876543209877,1.0,2.6666666666666665,15.278628739472522,0.7777777777777778,179.0
YZr3F15,mp-530429,0.0816920771491229,5.0,,5,568.0,0.6548476454293628,1.0,2.526315789473684,13.821772783550864,0.7894736842105263,179.0
ZrCoF6,mp-556360,0.0414473625961537,5.0,,5,1164.0,0.73875,1.0,2.125,15.723104792703577,0.75,179.0
ZrFeF6,mp-562418,0.1247498918269229,5.0,,5,706.0,0.73875,1.0,2.25,15.730562362909788,0.75,214.0
ZrMnF6,mp-1206098,0.116477974038462,5.0,,5,780.0,0.73875,1.0,2.375,17.409868441230508,0.75,202.0
ZrCrF6,mp-2459069,0.1015600666346152,5.0,,5,481.0,0.73875,1.0,2.5,18.209204771876685,0.75,214.0
Zr3InF15,mp-34291,0.0657329130701755,5.0,,5,656.0,0.6548476454293628,1.0,2.3157894736842106,12.431872358639708,1.0526315789473684,179.0
NbSbF10,mp-27472,0.0239314504166658,5.0,,6,477.0,0.5472222222222222,1.0,1.6666666666666667,14.88922524520701,1.0833333333333333,214.0
InSb3F18,mp-1200631,0.1566951426363632,5.0,,6,446.0,0.5861157024793389,1.0,1.4545454545454546,15.786675547133424,1.4545454545454546,151.0
HfVF6,mp-557938,0.1995849727884611,5.0,,5,466.0,0.73875,1.0,2.625,16.622075411130226,0.75,214.0
HfMnF6,mp-1205992,0.1251161929807684,5.0,,5,720.0,0.73875,1.0,2.375,17.094787220963067,0.75,202.0
LaSnF7,mp-18566,0.102718559907406,5.0,,5,1105.0,0.6809876543209877,1.0,2.2222222222222223,16.33787786403046,1.2222222222222223,179.0
LiAl5O8,mp-530399,0.168284995535715,4.0,127.477,5,2048.0,0.0,2.0,3.0,8.79843830054593,2.9285714285714284,217.0
Li2CrO4,mp-17159,0.1089857390000004,4.0,,8,761.0,0.0,2.0,2.2857142857142856,12.385740244384955,1.1428571428571428,217.0
Li2MnO3,mp-18988,0.2483666266666677,4.0,,6,1764.0,0.0,2.0,2.1666666666666665,8.144474308166098,1.0,217.0
Li6ZnO4,mp-14495,0.1286317897272724,4.0,,4,1710.0,0.0,1.0,1.2727272727272727,8.790389719356035,0.7272727272727273,217.0
MgTiO3,mp-3771,0.1663454682999994,4.0,79.331,6,2148.0,0.0,2.0,2.8,10.25186191467851,1.2,182.0
MgMnO3,mp-770618,0.2515276875999994,4.0,,6,1695.0,0.0,2.0,2.2,9.625948702724264,1.2,205.0
CaNb2O6,mp-17101,0.1262470019444439,4.0,,7,1818.0,0.0,2.0,2.888888888888889,12.817972357333227,1.3333333333333333,217.0
Ca3TeO6,mp-5279,0.2743612996999998,4.0,,8,1551.0,0.08352,2.0,1.4,13.01926504018615,1.4,213.0
LaScO3,mp-31116,0.1793523236000016,4.0,79.326,5,2433.0,0.0,2.0,4.8,13.366062966990754,1.2,182.0
Y2TeO6,mp-17066,0.263900133611112,4.0,,8,1443.0,0.0916543209876543,2.0,3.555555555555556,13.157604959405974,1.5555555555555556,182.0
Y2Ti2O7,mp-5373,0.0863764959999997,4.0,98.698,6,2242.0,0.0,2.0,4.363636363636363,11.714363100871791,1.2727272727272727,182.0
Y4Zr3O12,mp-1216160,0.171831435350878,4.0,,6,2732.0,0.0,2.0,4.421052631578948,13.249219537173609,1.263157894736842,182.0
La3NbO7,mp-560349,0.1358838040909091,4.0,,7,2168.0,0.0,2.0,4.363636363636363,15.201282081553442,1.2727272727272727,217.0
NbSbO4,mp-3491,0.1154307954656861,4.0,,7,1588.0,0.0,2.0,3.0,13.71942483272614,1.8333333333333333,217.0
In2TeO6,mp-504908,0.2562750956481476,4.0,60.934,8,1053.0,0.0916543209876543,2.0,2.6666666666666665,12.379138942917624,2.6666666666666665,140.0
HfV2O7,mp-505679,0.1726379868999998,4.0,,7,1600.0,0.0,2.0,3.6,17.430683490034156,1.4,217.0
TaSbO4,mp-1205391,0.1305374605882345,4.0,,7,2040.0,0.0,2.0,3.0,13.64602494110447,1.8333333333333333,217.0
La6WO12,mp-755135,0.152118114736842,4.0,,8,2175.0,0.0,2.0,4.421052631578948,15.988279543320704,1.263157894736842,217.0
V2WO6,mp-20312,0.2781341949074081,4.0,,7,1424.0,0.0,2.0,3.555555555555556,10.59524091338357,1.3333333333333333,217.0
La2TeO2,mp-4547,0.2472117422000002,4.0,,5,2088.0,0.14848,2.0,4.8,22.37269099961724,1.2,182.0
La3SbO7,mp-1211549,0.1822632329999995,4.0,,7,2101.0,0.0,2.0,4.0,15.357657195221735,1.5454545454545454,182.0
LiAlS2,mp-1106183,0.1485091773500002,4.0,,5,1307.0,1.101,2.0,2.5,19.78881285703817,2.25,159.0
LiYS2,mp-15788,0.1570902632999997,4.0,29.118,5,1616.0,1.101,2.0,3.5,20.27349501972274,1.0,159.0
LiScS2,mp-1001786,0.2049602971999995,4.0,34.563,5,1695.0,1.101,2.0,3.5,17.840495090932272,1.0,159.0
LiTiS2,mp-9615,0.1796125037999996,4.0,49.306,5,1308.0,1.101,2.0,3.25,15.804787769437732,1.0,159.0
LiSbS2,mp-1079885,0.1219402769000002,4.0,,5,962.0,1.101,2.0,2.0,21.16280357021169,1.75,159.0
LiCrS2,mp-4226,0.2321206161999995,4.0,41.845,5,1171.0,1.101,2.0,2.75,15.78579388806672,1.0,159.0
Li2TeS3,mp-558731,0.1456767006372548,4.0,,6,975.0,1.0236666666666667,2.0,1.6666666666666667,20.346221968456323,1.3333333333333333,159.0
La9Al5S21,mp-1223592,0.1550435361904769,4.0,,5,1453.0,1.05696,2.0,4.228571428571429,23.43679397323853,1.9142857142857144,155.0
Ca(ScS2)2,mp-17597,0.1573312579523804,4.0,,5,2221.0,1.078530612244898,2.0,3.7142857142857135,20.84711263177369,1.1428571428571428,155.0
Ca2SnS4,mp-866503,0.2277357254285714,4.0,,6,1353.0,1.078530612244898,2.0,1.7142857142857142,26.924096912818985,1.7142857142857142,155.0
Zn(CrS2)2,mp-4194,0.3166355106190481,4.0,,5,1418.0,1.078530612244898,2.0,2.857142857142857,17.872581578301087,1.1428571428571428,159.0
LaGaS3,mp-4816,0.2221515950666672,4.0,,5,1427.0,1.05696,2.0,4.0,23.323199585066103,2.2,130.0
GaCuS2,mp-5238,0.3046087325000002,4.0,38.637,5,1292.0,1.101,2.0,2.5,18.568830975179047,2.25,161.0
InGaS3,mp-504951,0.2268592926000003,4.0,,5,1438.0,1.05696,2.0,3.2,23.95398657233268,3.2,75.0
Ga2TeS2,mp-27255,0.2361551633999994,4.0,18.66,5,1136.0,0.98272,2.0,3.2,26.017349023801565,3.2,88.0
YCuS2,mp-10533,0.1496997977500003,4.0,,5,1220.0,1.101,2.0,3.5,20.687305440883662,1.0,155.0
Y2TeS2,mp-1216058,0.2205584481999993,4.0,,5,1698.0,0.98272,2.0,4.8,30.245720599333666,1.2,124.0
ZrSnS3,mp-17324,0.1887272080999995,4.0,,6,1705.0,1.05696,2.0,3.6,24.897124607105056,2.0,124.0
La2ZrS5,mp-1198687,0.1685788518509623,4.0,,6,1826.0,1.0321875,2.0,4.5,22.136131920550564,1.25,124.0
Nb3CoS6,mp-7116,0.3032014423000007,4.0,,7,1642.0,1.05696,2.0,3.6,17.628182970784238,1.2,159.0
Nb3VS6,mp-15958,0.4075210878000002,4.0,,7,1770.0,1.05696,2.0,4.0,17.95023026437812,1.2,159.0
InSbS3,mp-21365,0.2324288893999995,4.0,,5,1080.0,1.05696,2.0,2.8,24.52974256272517,2.8,96.0
La3InS6,mp-540877,0.1952623521000003,4.0,,5,1426.0,1.05696,2.0,4.4,24.30076082896265,1.7,124.0
HfSnS3,mp-8725,0.2188820138000009,4.0,,6,1660.0,1.05696,2.0,3.6,24.62338430163523,2.0,124.0
LaCrS3,mp-10328,0.2112079264000002,4.0,,5,1735.0,1.05696,2.0,4.2,19.874668944584048,1.2,159.0
La8Sb2S15,mp-1195582,0.1657372029999999,4.0,,5,1657.0,1.05696,2.0,4.32,25.64341926855344,1.44,124.0
LiCl,mp-22905,0.0474837950999997,5.0,21.222,2,883.0,1.2465,1.0,1.0,16.428175780340013,0.5,165.0
NaCl,mp-22862,0.0968131748000002,5.0,14.526,2,1067.0,1.2465,1.0,1.0,21.812662732751388,0.5,165.0
MgCl2,mp-23210,0.1014469173529408,5.0,10.607,3,951.0,1.108,1.0,0.6666666666666666,23.16805760537846,0.6666666666666666,130.0
AlCl3,mp-25469,0.0309008734499998,5.0,11.666,4,405.0,0.934875,1.0,2.0,23.002847963050687,2.0,161.0
SiCl4,mp-28391,0.0957413951000001,5.0,0.243,5,291.0,0.5503999999999999,1.0,1.6,30.344440555102533,1.6,163.0
KCl,mp-23193,0.1858560017999999,5.0,9.891,2,1047.0,1.2465,1.0,1.0,31.01452780167213,0.5,165.0
CaCl2,mp-571642,0.0756050455392154,5.0,,3,1113.0,1.108,1.0,0.6666666666666666,27.91126110559152,0.6666666666666666,161.0
ScCl3,mp-23309,0.1034461958500001,5.0,5.57,4,1216.0,0.934875,1.0,3.0,27.048933803411416,0.75,130.0
TiCl3,mp-569756,0.0684836521833336,5.0,,4,918.0,0.934875,1.0,2.75,24.43968140081326,0.75,130.0
TiCl4,mp-30092,0.0025925341999997,5.0,,5,531.0,0.7977599999999999,1.0,2.4,31.48800606829036,0.8,130.0
