material_id,pred_E_per_atom_above_ground_state,System
mp-35718,0.2363008906647553,Ta4SnO12
mp-685308,0.1447997937042621,KW5O13
mp-4929,0.0885948605038186,KBF4
mp-780186,0.171977136478387,Li9Mn10O20
mp-758672,0.1616868925962327,Li15Mn2O12
mp-763464,0.2026718174875258,Zr4MnO9
mp-1185683,0.1493696406029018,Mg16Al12I
mp-758913,0.145547620124935,Li17(Co4O9)2
mp-754288,0.2147075961933754,MgFe11O18
mp-760359,0.1956860419316183,NaTi6O12
mp-1199742,0.2184658476522675,La(Mo4O7)2
mp-773050,0.1274348918809,Li2CrO4
mp-754575,0.1761110877960426,Li17Cr2O12
mp-1040512,0.1713098865888882,Nb3SiO10
mp-1177872,0.1852182776231868,Li2Ni5O9
mp-1220826,0.1096398522495588,NaLaF4
mp-753601,0.0856924077193526,Li2MnF6
mp-17228,0.1882874244323137,K2Ni3S4
mp-1226415,0.1613627652455367,Co4Mo4O19
mp-1217360,0.2424149817889762,Ti(CrS2)2
mp-675593,0.2005398970224429,K3(VS2)5
mp-686129,0.1963836384821722,Li5TiN3
mp-759724,0.0836245116739299,Li3MnF7
mp-22474,0.2376751375912026,Na(CoO2)2
mp-705680,0.1746478022366155,La2Mo2O9
mp-1272159,0.1722631740253175,Li2V3O6
mp-758739,0.1896233412017056,Li5V5O12
mp-757641,0.1088996080575517,V5CoO12
mp-1220489,0.1178348045488557,NbSb3O8
mp-3858,0.2229622261246037,NaTaO3
mp-686208,0.2294647445773357,Li5SiN3
mp-762319,0.1405683089794206,Li4TiO4
mp-690508,0.1814480931706458,Ta2Mn4O9
mp-673839,0.2057784695458531,Mg3V2O6
mp-1222710,0.184799752448775,LiV5O10
mp-771044,0.1649941739022277,Mn5Te3O16
mp-774922,0.1036085579838287,Ti3TeO8
mp-1178823,0.1766738862120364,V2CoO6
mp-540998,0.0860779789045573,FeTeBr7
mp-766394,0.2107426158838232,V11NiO18
mp-1217316,0.2130168618770511,Ti(FeO2)3
mp-757403,0.1552102080053031,Na7Cu7O13
mp-675781,0.2315213442044288,Cu3(Mo3S4)4
mp-757340,0.2502351549226039,Al19CrO30
mp-758582,0.199602037879959,Li5Cr5O12
mp-1312235,0.178640415333428,Co3TeO8
mp-685374,0.2123731342800408,Ti3Fe5O12
mp-605485,0.2143880702069389,Fe2CuS3
mp-1319644,0.185175343219117,Na3V5O10
mp-543091,0.1522292802773617,Li16(CoO4)3
mp-756573,0.2182433135479435,Cu(TeO3)4
mp-1247674,0.235875987940211,Ca8Mn8O23
mp-556203,0.227135913087207,La8Ni4O17
mp-767088,0.1867387734630521,Li3Sb11S18
mp-540997,0.083171330174253,FeTeCl7
mp-1221818,0.1144492775865587,Mn2V2O7
mp-532433,0.2288075749458201,Mg(FeO2)2
mp-779889,0.1509406073934444,Li5FeO4
mp-759463,0.2040081673661533,Zr9VO20
mp-1100809,0.0867987597099263,Zr(CuCl3)2
mp-1244976,0.1800113791497085,Cr3FeO6
mp-756487,0.1838571871783214,ZrCrO4
mp-1197224,0.162718254249661,Ca2(BO2)11
mp-779758,0.2113696999311258,Li5(CoO2)4
mp-757860,0.1302749402557427,K2W4O13
mp-1177023,0.1932344271671473,Li6V5O12
mp-758647,0.1561197273283394,Li4V11O22
mp-744274,0.1590305753568753,Fe(Si2O3)2
mp-757153,0.2197551210861142,LiFe5O8
mp-1247933,0.1557422402892634,Na5Mn7O15
mp-760199,0.2265732489891064,La9Mn10O30
mp-771242,0.1687107999916411,Li7W5O16
mp-757488,0.2074888060461561,Ti9Fe11O30
mp-754135,0.0751142881607198,Li3Mn2F9
mp-1221486,0.2214112085452755,Mn5In3O12
mp-21532,0.1452408666372074,La2Ge2O7
mp-776195,0.1667622718751863,Ti3V5O16
mp-1178106,0.2048655988494421,Li(FeO2)2
mp-540763,0.1966088157772621,TiMn2O4
mp-760093,0.1925854674686324,LiTi8O16
mp-694855,0.2193624736399801,Li2MoO3
mp-764759,0.179735847210373,Li6Mn5O12
mp-1012103,0.0926581552689635,V2NiO6
mp-561419,0.2824354913214235,V2FeS4
mp-776816,0.1131091910828007,Li2FeF5
mp-766090,0.2379620302033828,Hf3Sc4O12
mp-758077,0.2135156315936782,Li(Fe2O3)4
mp-776392,0.1881576536470157,Na2Ni3O7
mp-30187,0.1099705350084069,Ga2Te4O11
mp-698705,0.1612187651713557,Li4Mn13O24
mp-1215197,0.1723500719548865,ZrTiO4
mp-764701,0.1682585026505521,Li8Mn5O10
mp-758028,0.1791001513315937,Ca3V10O25
mp-762287,0.1710569765778838,Li2V5O10
mp-675779,0.2199847298102286,Li2Mo3S4
mp-758441,0.1882968123508478,Li4(NiO2)5
mp-758559,0.1880849135243666,Li3Fe5O12
mp-777454,0.1133746652498895,V5FeO12
mp-1221996,0.197797577672193,Mn2CoO4
mp-765583,0.212761682080476,Ti2Fe4O9
mp-1101699,0.1967444687494519,NaFe11O17
mp-752792,0.0504837925308472,MnV4O12
mp-767269,0.2339863692742076,Ga7(Fe3O8)3
mp-1178444,0.1490397652200482,Cr(WO4)3
mp-759564,0.1601637989698381,Na7(WO3)9
mp-1227849,0.1132500614581564,CaV4O15
mp-1198790,0.1927470586730782,Nb12WO33
mp-1192920,0.1943794123236497,La4FeS7
mp-773059,0.147615918753917,V8CuO20
mp-1227183,0.1895461045549539,Ca5(SiO3)6
mp-560656,0.1372276302204924,CaTeO3
mp-1199479,0.172823967986328,Ca5(Si3O11)2
mp-25211,0.244020164457638,ScMo3O8
mp-1190968,0.1891769827016543,Y3TaO7
mp-1101727,0.1949104092836266,NaV13O18
mp-676854,0.238769253118817,Ta14(CuS8)3
mp-1100888,0.2126025926065536,Zn(Fe2O3)4
mp-1101106,0.2085186131724195,Ti7(Fe3O8)3
mp-1224305,0.1946440983276356,HfTiO4
mp-773044,0.1539178637817121,LiCuO2
mp-1190441,0.041637711519109,LiSbF4
mp-1216902,0.1510720801980604,V6CuO15
mp-753458,0.181589491549722,TiCr7O12
mp-757628,0.1668874969095438,Li4Mn5O10
mp-530728,0.222444641693893,Sc11Nb3O24
mp-1222527,0.1502477783065137,LiV3O6
mp-1101280,0.2136062412142525,TiCo3O8
mp-755704,0.1684614926237534,V3NiO8
mp-863413,0.2342377311310777,Sc7V9O24
mp-766727,0.2153084835917575,Li5Fe11O16
mp-20073,0.2277776714403193,TiFeO3
mp-754095,0.1052557629770257,Li3Cu4F9
mp-674976,0.2192577109935037,Zr9ScO20
mp-1182405,0.1722142815647246,Ca2SiO5
mp-766222,0.2056761727663943,Zr11VO24
mp-764936,0.1545315668719939,Li8(FeO2)5
mp-675307,0.2677796445270672,Fe5Ni7S16
mp-1176858,0.156678576973477,Li8(CoO2)5
mp-1220850,0.1449140597478595,NaV6O15
mp-752662,0.1553815245553886,Li5(CoO3)2
mp-1225827,0.1901615262073475,La2Ti3O9
mp-765715,0.1928148117434438,Na3Ni7O12
mp-752959,0.2013769436881196,Sc5Cu5O13
mp-772030,0.2239551948602894,LiTiO2
mp-1220121,0.1545581069782697,Ni4Mo4O19
mp-849283,0.1202639315813165,Li2FeF4
mp-1182561,0.1338044060524758,Ca3(Si3O11)2
mp-530214,0.2180565477439646,Fe2NiO4
mp-1223620,0.1957058777812419,La12Ge5S28
mp-759782,0.2151794307570484,TiFe11O16
mp-1173011,0.1398104515651232,KNb3F9
mp-757504,0.1750824900606394,ZrTi2O6
mp-674482,0.2156457153423404,MnFeO3
mp-37843,0.2243588572544141,La12Ni6O25
mp-1174269,0.2064208095211765,Li4Co3O7
mp-771091,0.1546470248001996,Li2Cr2O7
mp-757241,0.1405061095599197,V5W3O20
mp-758275,0.1943725015401605,Li4Ni7O12
mp-532104,0.1631174276869689,Mn8Cu7O20
mp-1187746,0.0840402648277749,VCoO3
mp-675469,0.219586259054374,Zr3Sc4O12
mp-777331,0.1878590353534786,Na4Ni7O16
mp-767194,0.1784598616941824,Li4Ti11O24
mp-755606,0.2113845439131596,TiCrO3
mp-1223341,0.0647397035123042,KSn2F5
mp-690521,0.0852105185040825,K3CrF3
mp-34287,0.2135715028000563,Ti3Fe7O15
mp-685266,0.2116062229719566,LiMg7N5
mp-1217790,0.2879748294477897,Ta(Mo2S5)2
mp-29176,0.1987754952594766,Na8Si7O18
mp-1223529,0.1667959993708545,KCu7S4
mp-1176883,0.1882300024369864,Li7Fe5O16
mp-753925,0.1679462814677256,Nb4VO12
mp-27453,0.1557745798743787,Li7SbO6
mp-781707,0.1795734185745037,La4Al2O9
mp-759775,0.163445691555574,Li8Mn9O18
mp-1225529,0.1643949300904833,Fe4SiO9
mp-1080060,0.2791181063123025,LaAlO3
mp-772659,0.1792786349149346,Li3CrO4
mp-761540,0.2163408080992782,Co3SbO8
mp-758099,0.1770530938461787,Li15(FeO6)2
mp-764770,0.1474977658950758,Li13Mn2O9
mp-1003316,0.2033202164958813,KMn4O8
mp-757433,0.1899550708021138,NaTi4O8
mp-753572,0.1058288193465571,Li2Cu3F8
mp-779771,0.1816930939540773,Li11Mn6O16
mp-850944,0.1479993670625633,Li21(Co4O9)2
mp-753019,0.0694428430833174,LiMn2F9
mp-755906,0.1686763664999989,Mn5Cr2O12
mp-1177647,0.1873564956352557,Li3Ni7O12
mp-757065,0.1852953374743625,Mn(SbO3)4
mp-762679,0.1749916942711694,V(TeO3)4
mp-1203846,0.1827252429787803,NaNb13O33
mp-1245166,0.200253089142656,CrFe7O12
mp-674374,0.214090852320864,In11(SbO8)3
mp-34015,0.2177998341608218,Mg10(Fe3O8)3
mp-753841,0.2131420566480041,Mg8V5O16
mp-1305077,0.1314933840487399,Na2CoO3
mp-1223580,0.2006116399402041,La12Sn5S28
mp-622628,0.0861821338974739,Cu2SbO5
mp-755017,0.1638827415321405,V3CoO8
mp-765705,0.1960713208246917,NaV5O8
mp-699137,0.217040434430537,Li4(CoO2)7
mp-1232991,0.1001772372013492,LiV4O10
mp-1225003,0.2090760786329202,In10(Sn2S7)3
mp-759740,0.2097955741565381,Ti4(Fe2O5)3
mp-1216160,0.2064791556975369,Y4Zr3O12
mp-675470,0.2193192686168212,YZr9O20
mp-758044,0.2139498082442152,Li5Ti8O16
mp-777812,0.0856933108905594,Li3MnF6
mp-759802,0.203743232993115,Li4Co5O12
mp-1302334,0.193214323789279,Li3V4O8
mp-761589,0.224017958825275,NbCo3O8
mp-758530,0.1751607507922444,Li15Cr2O12
mp-677135,0.1033872507612061,Li2CoCl4
mp-559753,0.1611495815336913,K6Mo10O33
mp-531722,0.1741563885274991,Li5Nb6O18
mp-1147637,0.198646234830707,La2Cu2O5
mp-756368,0.1672052384775311,Te(WO4)3
mp-761910,0.1005494136086808,Li3Cu2F8
mp-5373,0.2077192033849073,Y2Ti2O7
mp-1229099,0.1341624002726224,Al(SiO3)2
mp-753296,0.1890892356830904,Li2(NiO2)3
mp-752584,0.1536075297535688,Na5Cu7O13
mp-677041,0.0687564252500017,ZrCuF3
mp-760814,0.0986173003764878,LiCuF3
mp-33708,0.204414153622938,Mn(FeO2)2
mp-698549,0.228304524285791,Ca4Mn4O11
mp-1216763,0.2098136555677039,TiVO3
mp-756143,0.1598109309258736,Li5Mn6O12
mp-36028,0.2038991719284317,Co2SnO4
mp-763652,0.2089863012173367,Fe13Cu5O24
mp-780188,0.2052766870089757,Li6Fe5O12
mp-531717,0.2260742460158015,La5Mn5O16
mp-690534,0.0870436580820547,K3FeF3
mp-764763,0.169062044528345,Li7Mn4O12
mp-757031,0.2065628321104993,Mg2TiO4
mp-760308,0.168525996958319,NaV6O13
mp-770868,0.1778753986992776,VWO4
mp-19885,0.2001353803325269,InGaS3
mp-770857,0.1992100515263873,V(SbO3)4
mp-772965,0.1550037287048634,V12Cu2O29
mp-675194,0.0852349908898173,Te21(Mo3I11)2
mp-1247611,0.2049348452755119,Ca2Mn2O5
mp-532329,0.3798012739290657,Fe3(CuS5)2
mp-676282,0.2252495456186888,Mg(Mo3S4)2
mp-1222437,0.2022856896931772,Mn5(FeO3)4
mp-757877,0.22867470976398,V2GaO5
mp-543090,0.1550072811118539,Li17(CoO4)3
mp-705676,0.1073699249044129,K4MoO8
mp-1246864,0.197281733276975,Zn4CuN3
mp-675563,0.2258419165928518,LaZr9O20
mp-1216324,0.2196693300001066,Y12Si5S28
mp-531553,0.1966728442246537,Li5GeN3
mp-1176579,0.184341476277371,LiSbS
mp-690531,0.2211034263813684,La5Mn5O18
mp-764428,0.1883737814755197,Li12Cr5O16
mp-773080,0.1479323061226745,V7(WO5)6
mp-675075,0.1734070665359499,Li7Mn10O20
mp-758315,0.1763591051248543,Li4Mn7O12
mp-753075,0.1361109461677127,Li12Mn2O9
mp-755715,0.1689510543870641,TiV3O8
mp-28444,0.2036428575407028,Fe3(SiO4)2
mp-761027,0.1502994758356858,Li6(CoO2)5
mp-757971,0.1405543406377434,Li7Cr2O8
mp-29582,0.0859683189010637,Li2CrCl4
mp-1076261,0.1565968866844248,Na2W2O5
mp-1279343,0.2121334191248261,CoNiO3
mp-773514,0.1542653973196543,Li2CoO3
mp-1222025,0.2096432627146444,Mn(CoO2)2
mp-675383,0.2201566735524559,Li3(Mo3S4)2
mp-753008,0.170214261252456,Li13(FeO6)2
mp-675745,0.2307436523714433,Cu(Mo3S4)2
mp-675128,0.2261781684437499,Sc4Ti3O12
mp-19414,0.1053490379502029,K3CrO4
mp-14175,0.1509705030309454,K3NbO8
mp-1222717,0.1805647769153129,LaTi2O6
mp-18876,0.1361733633502189,K3CrO8
mp-1207388,0.1951498928018057,Zr3TiO8
mp-4690,0.1428617187735693,K3TaO8
mp-1078387,0.2000395897399783,FeCu3S4
mp-29091,0.1929063959320671,Ti(CuS)4
mp-19140,0.10295608828394,K3MnO4
mp-25202,0.2007417854793127,La2MoO6
mp-1227456,0.1413598644921737,Ca10Ge6F
mp-1212158,0.2324649639441101,Hf3GeO8
mp-768269,0.1274293804893952,Li3SbS4
mp-1147769,0.1865097617103572,Cu2GeS4
mp-560869,0.1044870371870948,K3VO4
mp-766540,0.156310045022579,Li4TiS4
mp-775539,0.1152066371761132,K11Mn4O16
mp-510657,0.1476772341672066,VCu3O4
mp-779358,0.1048518582507639,Na3VO4
mp-1147680,0.1537770237381718,Cu2SiO4
mp-22171,0.1969650326053905,Cu3SbS4
mp-1227429,0.1613003800004901,Ca10Si6F
mp-675748,0.1755952027284016,Zn2GeS4
mp-1211704,0.1198916767190885,K3VO8
mp-27888,0.1997419676902971,Zr3GeO8
mp-1029446,0.2453792907912007,CaGeN2
mp-1213223,0.1910614261775029,Fe5(GeO4)3
mp-1245433,0.3006862655197326,GaFeN2
mp-1246000,0.2114189101029576,LiMnN2
mp-1245658,0.2159775912730346,MgMnN2
mp-1020717,0.2233343726749827,Zn2SiO4
mp-3677,0.3029896151366545,MgSiN2
mp-1096985,0.2139247324812676,GaCuS2
mp-1246607,0.3061474695480384,AlFeN2
mp-1264825,0.2026077124917796,Al2(CuS2)3
mp-1232260,0.21880373883569,Mg(InS2)2
mp-1247192,0.2848524974828571,MnAlN2
mp-4870,0.2855617432772862,Cu(BO2)2
mp-12954,0.2574476118704998,CuBS2
mp-35269,0.1578197896582844,Ca4Sb2S
mp-1029407,0.1674745745074852,NaCrN2
mp-1232032,0.2068659986161264,Y2MgS4
mp-1147704,0.3298427469275639,CoSiN2
mp-1246285,0.2559978258201744,AlInN2
mp-1246670,0.3005429776164324,AlCoN2
mp-1247415,0.268537735674522,AlCrN2
mp-1232243,0.1633176149789445,La2MgS4
mp-1245678,0.2580447154978369,YAlN2
mp-35421,0.2047484755895224,Ca(LaS2)2
mp-3635,0.166558504716298,LiBO2
mp-1246846,0.1740461420869964,LiSbN2
mp-1067509,0.242531893018967,AlCuS2
mp-1097021,0.201486376655237,InCuS2
mp-1029395,0.174706611059445,LiCrN2
mp-1232118,0.1990860137268486,Mg(ScS2)2
mp-1180771,0.1156039497667704,KCoO2
mp-1245494,0.2258346701048078,MnZnN2
mp-776651,0.1970386111579923,Mn3NiO4
mp-1102077,0.1099522860908516,NaAlF4
mp-1207472,0.1361636096327998,Zr2SiS2
mp-20392,0.2576128072934043,LaNiO2
mp-1188010,0.2815713327573306,Zr2Si2O5
mp-1215589,0.3207928901810217,Zr3AlN4
mp-1184711,0.1641703579653493,Ge2Sb2O5
mp-1225101,0.2497838451258515,Fe6Ge2N
mp-767403,0.1120015611698962,Li5SbS
mp-1186788,0.2885798899331734,Ta2Mo2O5
mp-972793,0.1512109169662902,Si2B2O5
mp-5414,0.1470305852378326,NaSbS2
mp-853240,0.2151441515699593,LiCoO2
mp-865500,0.1882314223631156,Na2Hf2O5
mp-629397,0.277370530662266,FeNiN
mp-997041,0.144119535359219,NaCuO2
mp-18883,0.2300907286557878,YVO3
mp-971724,0.2673356782854584,Ti2Si2O5
mp-1186029,0.1560951475786123,Na2Zr2O5
mp-676210,0.085028825563035,LiTiCl3
mp-759804,0.1965945774651706,CaMn3O4
mp-1217914,0.3464954974671639,TaTiN2
mp-1221763,0.2762395526394101,Mn7SnN2
mp-974861,0.1745872485702602,Mn2Co2O5
mp-1223551,0.1046386654967145,KLaF4
mp-560547,0.1073988656870951,KCrF3
mp-756527,0.2137285072446221,LiFeO2
mp-1210528,0.0850042148699117,Na2LiS2
mp-1096857,0.198908657787343,CaCuS2
mp-753315,0.2279345882336932,Mg3ZnO4
mp-27226,0.1924162808584368,MgCu2O3
mp-1211794,0.0895774862481529,K2NaO2
mp-1185778,0.2594928976789536,Mg2Si2O5
mp-1147779,0.1886676807238945,CaCuO2
mp-1185757,0.236777954729176,Mg2Al2O5
mp-36800,0.3609093323155627,MgTaN2
mp-1079885,0.1666223814117015,LiSbS2
mp-756894,0.2015996000754432,LiVO2
mp-1207447,0.1421520516989475,Zr2SiO2
mp-752562,0.2039840090838375,MnNiO2
mp-1185764,0.2062009356711137,Mg2Ge2O5
mp-1216799,0.3342926259437546,TiNbN2
mp-27677,0.1655354448249788,KCu4S3
mp-1187759,0.2052619351336418,Y2Co2O5
mp-1245639,0.1564357254064564,KInN
mp-30315,0.2218404875115895,Ca3BN3
mp-1221648,0.2049312013157051,MnFeO2
mp-1186090,0.249188178279987,Mo2W2O5
mp-569525,0.1255207664451649,NaLi5N2
mp-1212502,0.1907667770311868,Hf2SiS2
mp-1215188,0.2837790671887413,ZrTiN2
mp-1147646,0.1772327816686536,LiCuN
mp-1238777,0.2329393902689925,CoNiO2
mp-1232316,0.2787120279903979,TiCu2N3
mp-1217820,0.3802903239608728,TaVN2
mp-1224286,0.3182264979191651,HfTiN2
mp-1220714,0.167176029848914,NaLaS2
mp-1187469,0.1856103378760668,TiCuO3
mp-1185023,0.2794065560694615,La2Si2O5
mp-1245804,0.13458460280251,KMnN
mp-1215288,0.3363174470914106,ZrAlN2
mp-15788,0.1926903593790443,LiYS2
mp-1211991,0.0888929578667476,K2LiS2
mp-5854,0.2028274076457377,LiGaO2
mp-9486,0.0974715293902974,K2AlF5
mp-760811,0.1012637693045701,Li5Cu3F14
mp-1196816,0.1050151640810419,K5In3F14
mp-1120736,0.098269640038106,Na5Ti3F14
mp-21564,0.0867658786890979,K5V3F14
mp-610738,0.0949899245311722,Zr(InBr3)2
mp-23499,0.0846180918634034,K2SnCl6
mp-8447,0.0971344318770491,K5Ti3F14
mp-568405,0.0846598892892053,K2NbCl6
mp-1211731,0.0980372362342184,K5Sc3F14
mp-23505,0.0894405106615851,K2TeBr6
mp-568333,0.0884813123676742,K2SnBr6
mp-4752,0.0744074166355525,Na5Al3F14
mp-676802,0.0736993197337635,K2HfF6
mp-1201518,0.1202815435047905,K3Fe5F15
mp-505802,0.1939183407931645,Sn(Mo2O3)2
mp-28849,0.1765028449683393,K(Mo2O3)2
mp-1191832,0.1768610980171443,Na(Mo2O3)2
mp-5096,0.2681048412744506,CaSiO3
mp-13859,0.0962051528047245,K3SiF7
mp-1105326,0.0966158834164754,LiTaO3
mp-1212566,0.1547946063322919,La4TiO8
mp-5566,0.1163048911922103,KCuF3
mp-1247042,0.2273546722012669,TeMoN
mp-1091374,0.7865102414127557,NbCrN2
mp-1245707,0.2855191936847537,SbTeN
mp-1103189,0.1130010394765948,LaTeCl
mp-1245449,0.2873743453919502,Mn2SbN
mp-3938,0.2495525361786166,ZrSiS
mp-777546,0.1204072504004648,NaSnO
mp-1222774,0.1662230431230514,Li(CuO)3
mp-4997,0.2238507266133,ZrGeS
mp-1245721,0.1560285105356779,TaTeN
mp-1246102,0.2278230061395249,ZrInN2
mp-1079356,0.3502333641758794,NbCrN3
mp-6948,0.1212831636558386,KNaO
mp-7915,0.2724262021841718,ZrSiO
mp-7149,0.1165038312925614,Na2LiN
mp-7263,0.2359686874808521,CaGaN
mp-20133,0.375470651497198,NbCrN
mp-9587,0.4466581850459569,TaMoN
mp-1246688,0.2207305942636637,ZrSnN2
mp-7916,0.2764650040509232,HfSiS
mp-1245615,0.1614021207077764,NbTeN
mp-8452,0.1391016199212558,NaLiS
mp-774736,0.1390979619391378,LiCuS
mp-1245472,0.22610619099998,CaCrN2
mp-1245523,0.2293002266694706,ZrGeN2
mp-7918,0.2437769669810755,HfGeS
mp-755692,0.0906272452755827,NbVO5
mp-1245547,0.2618234538650008,CrTeN
mp-753171,0.1012034221678649,Li2CuF4
mp-1246246,0.2024509333758934,Ca5(CuN2)2
mp-569383,0.210865930731152,Ca5(CoN2)2
mp-1246584,0.1831842650710426,Li2Ca5N4
mp-779017,0.1792162176242953,Cr(Si2O5)2
mp-1245790,0.2202262983998907,Ca5(FeN2)2
mp-1247306,0.160432791520816,K2Ca5N4
mp-1245413,0.1781100784520073,Na2Ca5N4
mp-676023,0.1444838385392737,NaY3F10
mp-28645,0.2258850980031155,CaNiN
mp-1177986,0.1938822461688188,Li2FeS2
mp-754086,0.1507001266565148,Li2CuS2
mp-541908,0.0495962482651906,KSbF6
mp-781595,0.154794412772246,CoTe2O5
mp-779552,0.1504916866763097,ZnTe2O5
mp-13599,0.0899807117688322,NaSn2F5
mp-867590,0.0989680213667048,LiCu2F5
mp-16994,0.1180921877076223,MnTe2O5
mp-1205356,0.1784340509078259,ZnWO4
mp-5516,0.121195024847919,Sc2(WO4)3
mp-7404,0.1915826334910607,Na3SbO4
mp-764801,0.0968753941589985,Li2Cu5F12
mp-541283,0.0908668697308279,InGaBr4
mp-29917,0.1899423805292873,Ca5(CuO2)6
mp-9595,0.1896808031381362,NbInO4
mp-645545,0.1472632075803296,Nb2FeO6
mp-978493,0.2835193821338975,SiSnO3
mp-29861,0.1456711344074696,K2Mn3S4
mp-5769,0.167193206548909,Li3SbO4
mp-772412,0.2477383560755357,MgSiO3
mp-28038,0.1066619408602825,NbTeBr3
mp-17066,0.1931973332118647,Y2TeO6
mp-17289,0.2019864581426652,CoMoO4
mp-540716,0.1230315516944492,Ta2MnO6
mp-532423,0.2150406356577894,Li18Fe5N12
mp-1192382,0.0939489568965697,V2CuO8
mp-18875,0.1767423670992551,MgWO4
mp-1247150,0.2535164354088564,LiMn6N7
mp-778752,0.198269648031757,In2WO6
mp-19092,0.1771657549261342,CoWO4
mp-770711,0.1276970294921656,GeWO4
mp-21617,0.1923700619938759,In2Cu2O5
mp-8979,0.18398529266048,TaInO4
mp-559289,0.1881618151400229,YTaO4
mp-850957,0.124687749521938,Na6Ti2O7
mp-1205208,0.1228795344088259,Al2Cr4O19
mp-1196629,0.1229246391834573,Cr4Fe2O19
mp-22773,0.164300746216565,CuWO4
mp-16882,0.1812805264166395,ZnMoO4
mp-3700,0.1267522521776111,LiYF4
mp-775776,0.1047226135898322,Li2VF4
mp-505273,0.20283838722514,NiMoO4
mp-764074,0.1928634444676549,Na2FeO3
mp-767641,0.0790453857846795,LiV2F7
mp-553961,0.1721533457183972,ScNbO4
mp-755841,0.1935648280548473,Na(NiO2)2
mp-780695,0.1463349889530734,Na3FeO4
mp-650817,0.1931905263913693,K(MoO2)4
mp-1214853,0.0910581604797455,AlInBr4
mp-3151,0.1844601954354319,Li3TaO4
mp-540924,0.0943647736623712,NbTeI3
mp-1211750,0.086834258134079,KAlBr4
mp-25292,0.1421161032796065,Ni(WO4)2
mp-25290,0.1639705835795979,Co(WO4)2
mp-10543,0.1629455236360406,K3SbO4
mp-1019892,0.2118794647595676,La2B8O15
mp-1222512,0.1778192476932861,Li4Zr3O8
mp-558781,0.167542955600808,ScTaO4
mp-781015,0.1551097523663874,La2WO6
mp-25197,0.1640867254587957,Fe(WO4)2
mp-772962,0.1297216241182388,K2W3O10
mp-1197879,0.1230970627352086,Na2B4O11
mp-1245338,0.23360205705926,Mg8(MnN3)3
mp-1003767,0.1814863358014242,NaMn2O4
mp-22443,0.181359469707407,VInO4
mp-1216117,0.1965598205413612,Y2WO6
mp-19421,0.2002536721217929,FeWO4
mp-676300,0.2198652382033719,Sc3NbO7
mp-1187065,0.2345107355291307,SnGeO3
mp-1244818,0.1716077192039996,ZnCo4O9
mp-21179,0.1869022168348708,NiWO4
mp-770692,0.1961652780848322,Ga2WO6
mp-1100385,0.1679210580266036,CaSn4S9
mp-27889,0.2441986329961563,K(V5S8)2
mp-1210588,0.1821725080469888,MgTeO4
mp-694894,0.1031681516663086,LiMn12O24
mp-11736,0.239094391820009,ZrSiO4
mp-1097910,0.1893179214704226,NaMn8O16
mp-1221655,0.1932934734933435,MnFeO4
mp-1203959,0.1035104955415538,Sc4FeCl5
mp-1204900,0.1080398826450301,Sc4FeBr5
mp-1194956,0.0993957274984658,NaSbO6
mp-1213499,0.106361934520839,CuSnO12
mp-7601,0.1823283637569838,NbGaO4
mp-690435,0.1584983532054323,Li7Mn11O24
mp-1173930,0.1773102983096198,Li2MnO3
mp-1277660,0.2052124562414765,Co4(CuO4)3
mp-1206826,0.0749614487208645,La4SiI5
mp-771260,0.1743281611177047,Y2Hf2O7
mp-762279,0.1587920091020805,K2Ti8O17
mp-531343,0.2257457406937698,Zn3Mo3O8
mp-29559,0.1428617585015184,La3Si3Cl2
mp-20641,0.1953531709598416,MnCoO3
mp-766380,0.1440611796549787,Ge2(WO3)9
mp-754801,0.1874192855573561,Li3Ti6O13
mp-772073,0.1928598284556876,Li2Nb4O11
mp-1225756,0.2103245257414112,CuNi4O5
mp-38676,0.1958469432216135,Li11(NiO2)12
mp-1174213,0.2002272313642039,Li3Co2O5
mp-1246348,0.2910981139785263,Fe3(CoN)8
mp-504552,0.1525350395095625,Nb2CoO6
mp-754732,0.1269562064331585,NaV4O10
mp-1246212,0.2147631075688716,Ca8Fe3N8
mp-1104366,0.2385126326044502,Ti4NiS8
mp-559464,0.1455573024312954,KFeO2
mp-766425,0.1594601022888287,Na5(WO3)7
mp-752903,0.2006210377450165,VCrO4
mp-755615,0.2090382592005107,Li3Ti4O8
mp-510589,0.1691356431300696,MnCuO2
mp-1194191,0.2071255656822222,Mn5VO8
mp-1204916,0.1088974355554113,K2FeF5
mp-755133,0.15092202392147,Li2CoO2
mp-1245857,0.2195591599701316,Ca7Mg2N6
mp-12178,0.221732516619265,KCr5S8
mp-757060,0.162651031228515,Mn4NiO8
mp-1246813,0.2311995595986883,Cr8Fe3N8
mp-758517,0.2036215494475957,Li11Ni13O24
mp-21019,0.2360761912898473,Cr2FeS4
mp-1247037,0.2764334137843748,Fe10CoN8
mp-542666,0.1226621881096559,K2Cr2O7
mp-1100884,0.2035340105113334,Y6Mn11S20
mp-756565,0.1908028424677725,Li2Ti7O15
mp-1221796,0.1853431580379134,Mn3Cr3O8
mp-754052,0.2092435540225253,Li3(Fe2S3)2
mp-636731,0.1466681620905339,Zr(MoO4)2
mp-772513,0.1282824671594886,LiCr3O8
mp-756234,0.2429622936654797,Sc2V2O7
mp-1246941,0.2061064597153736,VCr3O8
mp-759953,0.2011238829978342,Na3Ni5O8
mp-1303200,0.1959487885145741,NaNi2O3
