System,material_id,num__ElementProperty_MagpieData maximum NpValence,Shear Modulus Voigt,range oxidation state,Melting Point (K),num__ElementProperty_MagpieData avg_dev GSbandgap,num__ElementProperty_MagpieData mode NUnfilled,num__ElementProperty_MagpieData mean NUnfilled,num__DensityFeatures_vpa,num__ElementProperty_MagpieData mean NpUnfilled,num__ElementProperty_MagpieData range SpaceGroupNumber,spacegroup_num,crystal_system_int,density,natoms,structural complexity per atom,structural complexity per cell,mean absolute deviation in relative bond length,max relative bond length,min relative bond length,maximum neighbor distance variation,range neighbor distance variation,mean neighbor distance variation,avg_dev neighbor distance variation,mean absolute deviation in relative cell size,mean Average bond length,std_dev Average bond length,mean Average bond angle,std_dev Average bond angle,mean CN_VoronoiNN,std_dev CN_VoronoiNN,vpa,packing fraction,a,b,c,alpha,beta,gamma
CsNbN2,mp-8978,3.0,32.004,8,1865.0,3.2185,3.0,3.5,22.49630309460687,1.5,35.0,227.0,1.0,4.621978236824654,8.0,1.5,12.0,0.146862920006605,1.278803725535133,0.7062741599867897,0.2468213523616657,0.2285683823949877,0.1589262996248832,0.0878950527367823,0.2580295138888887,2.3948038462633674,0.7720969335547612,2.26870996363421,0.9457466696375616,14.0,4.242640687119285,22.797960381384712,0.9725970954598218,6.36551667,6.365516669999999,6.365516669999999,60.00000000000001,60.00000000000001,60.00000000000001
MgAl2O4,mp-3536,4.0,107.669,5,2305.0,0.0,2.0,2.571428571428572,9.421263100722216,2.571428571428572,213.0,227.0,1.0,3.4646230959469664,14.0,1.3787834934861751,19.30296890880645,0.0603223520076623,1.048487605930862,0.8944348358582764,0.1869200273933636,0.1869200273933636,0.1331644400749079,0.0760935885789325,0.1361642516939973,1.9446380377945487,0.0075206518443071,1.7096728418294294,0.1677553374194529,15.428571428571429,5.972727131533393,9.740812636774947,0.5003798331792192,5.77758142,5.77758142,5.77758142,60.00000000000001,60.00000000000001,59.99999999999999
CsVN2,mp-1029293,3.0,45.58,8,874.0,3.2185,3.0,3.5,18.15318734892451,1.5,35.0,227.0,1.0,4.742624024149563,8.0,1.5,12.0,0.1468629200066049,1.2788037255351328,0.7062741599867898,0.2468213523616658,0.2285683823949878,0.1589262996248833,0.0878950527367823,0.2580295138888888,2.235517012866908,0.7207420487641133,2.2687099673595004,0.9457466730758411,14.0,4.242640687119285,18.54471193408445,1.1624454543416307,5.94212375,5.94212375,5.94212375,60.00000000000002,60.00000000000002,60.00000000000001
Sm2Zr2O7,mp-4408,4.0,87.525,6,2691.0,0.0,2.0,4.181818181818182,13.623362230697795,1.2727272727272727,182.0,227.0,1.0,6.419635081616353,22.0,1.6858157091530304,37.08794560136667,0.0660783331694701,1.07600238948473,0.8349799712988987,0.1744083830953829,0.1744083830953828,0.0915495385709534,0.0502233450952874,0.1215016651718046,2.3304166737019085,0.1203667353338714,1.6076849476671773,0.2491841265486453,12.727272727272728,4.788070575368616,13.995311578958258,0.5883412526278581,7.579491730000001,7.57949173,7.57949173,60.00000000000001,60.00000000000001,60.00000000000001
SnPbO3,mp-978952,4.0,80.193,6,876.0,0.0,2.0,2.8,14.06517752668259,2.8,213.0,221.0,1.0,8.828742648974876,5.0,1.3709505944546687,6.854752972273344,0.0841575821580914,1.1166715772118423,0.7896060446047714,0.1224077499274829,0.1224077499274828,0.0734446499564897,0.0587557199651917,0.1499999999999999,0.0,0.0,0.0,0.0,12.0,3.0983866769659336,14.06517752668259,0.5675493393434144,4.127671,4.127671,4.127671,90.0,90.0,90.0
Al2CdSe4,mp-3159,4.0,20.983,5,1354.0,0.3913469387755102,2.0,2.571428571428572,26.03105928252441,2.571428571428572,211.0,82.0,4.0,4.257187789747545,7.0,1.664497779200461,11.651484454403224,0.0598711650680039,1.0471869113886427,0.8922788239051718,0.228309521729131,0.0762585226940992,0.2004369080670874,0.0318540748353981,0.0930295606570532,2.5144101167730875,0.0821057582400313,1.8354993460061817,0.01942459884938,18.285714285714285,1.4846149779161804,26.87002850488565,0.3054039934795704,6.84787659,5.87923599973219,5.87923599973219,115.421519495,115.421519495,89.99999998516137
Y2Pb2O7,mp-752849,4.0,71.445,6,1864.0,0.0,2.0,3.636363636363636,13.812614329201422,2.0,213.0,227.0,1.0,7.4336250546947324,22.0,1.6858157091530304,37.08794560136667,0.0587576555868079,1.0712913406258229,0.8683461675526708,0.1513811646403481,0.1392056432726774,0.0876178202532682,0.048225369537919,0.1087802732937312,2.3400038405908066,0.0856330399210058,1.6226790430957336,0.2721557587859472,13.818181818181818,3.688265959109236,14.300670478057048,0.6614410069192697,7.63422038,7.634220379999999,7.634220379999999,60.00000000000001,60.00000000000001,60.00000000000001
Sc2CdS4,mp-10953,4.0,26.498,5,1464.0,1.078530612244898,2.0,3.7142857142857135,22.432906484499348,1.1428571428571428,124.0,227.0,1.0,3.4548957968847485,14.0,1.3787834934861751,19.30296890880645,0.0570924501976597,1.0499561433560256,0.9045524904328448,0.1893004388733265,0.1893004388733264,0.1337427179868924,0.0764240316343168,0.1253373996865156,2.5826030448020534,0.0153297371833477,1.709566912328349,0.1529356590957662,15.428571428571429,5.972727131533393,22.69845945655392,0.4195895913943996,7.65972431,7.659724309999999,7.659724309999999,60.00000000000001,60.00000000000001,60.00000000000001
Y2MgSe4,mp-15803,4.0,19.725,5,1489.0,0.3913469387755102,2.0,3.7142857142857135,28.13012983444449,1.1428571428571428,180.0,227.0,1.0,4.291750754133867,14.0,1.3787834934861751,19.30296890880645,0.0590951135116002,1.0517084712470572,0.9289734671331696,0.1901145519206147,0.1901145519206144,0.1321290080978859,0.0755019097712442,0.096462046533186,2.803144341597573,0.0776573376806645,1.7085591954684902,0.1237852492969272,15.428571428571429,5.972727131533393,28.62925281054328,0.4414950863924792,8.27594665,8.275946649999998,8.275946649999998,60.00000000000001,60.00000000000001,59.99999999999999
Zn(GaO2)2,mp-5794,4.0,82.815,5,1852.0,0.0,2.0,2.571428571428572,10.367678667274893,2.571428571428572,182.0,227.0,1.0,5.900596733793182,14.0,1.3787834934861751,19.30296890880645,0.056587438613546,1.0495140924823234,0.9011381417391384,0.1886323407403552,0.1886323407403551,0.1336311312046279,0.0763602682011037,0.1290789213853813,2.0155289164879173,0.005407177948065,1.7096281237366182,0.1577477959437087,15.428571428571429,5.972727131533393,10.8085978042745,0.4273139664541906,5.98141768,5.98141768,5.98141768,60.00000000000001,60.00000000000001,59.99999999999999
Zn(RhO2)2,mp-5146,4.0,56.608,5,1676.0,0.0,2.0,2.0,11.087730906599006,1.1428571428571428,213.0,227.0,1.0,6.87616794354462,14.0,1.3787834934861751,19.30296890880645,0.0572486007964455,1.050092608680587,0.9056979854460424,0.1894937764786379,0.1894937764786378,0.1337612443040814,0.076434617963541,0.1240624332691391,2.063119462895598,0.0144744762515794,1.7095411052737703,0.1513618664422239,15.428571428571429,5.972727131533393,11.564620549146792,0.4266349459106792,6.117746450000001,6.11774645,6.11774645,60.00000000000001,60.00000000000001,60.00000000000001
Y2Ti2O7,mp-5373,4.0,98.698,6,2242.0,0.0,2.0,4.363636363636363,11.714363100871791,1.2727272727272727,182.0,227.0,1.0,4.843254186337734,22.0,1.6858157091530304,37.08794560136667,0.0684760608487696,1.0766742846531994,0.8177630390532302,0.1869361361133902,0.1869361361133902,0.0928851567769566,0.0473551906864114,0.1255265560470193,2.2219781745404843,0.1377186212396194,1.5979140391214834,0.2343453035308143,12.727272727272728,4.788070575368616,12.016839911556492,0.5914395658511654,7.20403783,7.20403783,7.204037829999999,60.00000000000001,60.00000000000001,60.00000000000001
RbGaO2,mp-754596,4.0,32.817,5,1119.0,0.0,2.0,2.5,18.25701188730501,2.25,217.0,227.0,1.0,4.130702829894204,8.0,1.5,12.0,0.146862920006605,1.2788037255351328,0.7062741599867899,0.2468213523616657,0.2285683823949876,0.1589262996248832,0.0878950527367822,0.2580295138888889,2.24622662060696,0.7241948807397136,2.2687099673595004,0.9457466730758411,14.0,4.242640687119285,18.812515174926364,0.8687557793236637,5.97059046,5.97059046,5.97059046,60.00000000000001,60.00000000000001,60.00000000000001
Zn(CrSe2)2,mp-4697,4.0,33.79,5,1414.0,0.3913469387755102,2.0,2.857142857142857,20.91923986263973,1.1428571428571428,215.0,227.0,1.0,5.405418827752836,14.0,1.3787834934861751,19.30296890880645,0.0572283786352279,1.0500748313058248,0.9055477853492494,0.189469081254369,0.1894690812543689,0.1337591540480204,0.0764338023131544,0.1242311725106831,2.5286885499269984,0.017381366860843,1.7095454315835457,0.1515685939673929,15.428571428571429,5.972727131533393,21.295084541023247,0.3943001188276151,7.498495480000001,7.49849548,7.498495479999998,60.00000000000001,60.00000000000001,60.00000000000001
CsAlO2,mp-14069,4.0,55.211,5,1117.0,0.0,2.0,2.5,16.755196992641217,2.25,217.0,227.0,1.0,4.611662178584728,8.0,1.5,12.0,0.1468629200066051,1.278803725535133,0.7062741599867899,0.2468213523616657,0.2285683823949877,0.1589262996248832,0.0878950527367823,0.2580295138888888,2.1832129145309582,0.7038789415828951,2.268709965496855,0.9457466713567014,14.0,4.242640687119285,17.273264714952322,1.2101499956192203,5.8030966600000005,5.80309666,5.80309666,60.00000000000001,60.00000000000001,60.00000000000001
Mg(GaO2)2,mp-4590,4.0,83.168,5,1828.0,0.0,2.0,2.571428571428572,10.410575343457706,2.571428571428572,182.0,227.0,1.0,5.002453777015225,14.0,1.3787834934861751,19.30296890880645,0.0569198746471551,1.0498051402972226,0.9033392431302488,0.1890787882819669,0.1890787882819669,0.133712750595698,0.0764069075623376,0.126676875626496,2.015767880254018,0.0096472182824625,1.7095914112137227,0.1546243861162071,15.428571428571429,5.972727131533393,10.799998174124427,0.4783311104700072,5.97983093,5.979830929999999,5.979830929999999,60.00000000000001,60.00000000000001,60.00000000000001
Al2ZnS4,mp-4842,4.0,49.424,5,1434.0,1.078530612244898,2.0,2.571428571428572,17.903403058525697,2.571428571428572,155.0,227.0,1.0,3.2040554221243567,14.0,1.3787834934861751,19.30296890880645,0.0575787132532136,1.0503816221165454,0.9083007954200776,0.1898756742432076,0.1898756742432075,0.1337681546805083,0.0764385664575857,0.1211346147021592,2.4067777187661314,0.0227331026871068,1.7094731952514983,0.147866818630414,15.428571428571429,5.972727131533393,18.33402973830752,0.3383529961692996,7.1334615,7.133461499999999,7.133461499999999,60.00000000000001,60.00000000000001,59.99999999999999
Nb2Pb2O7,mp-754711,4.0,77.854,7,1559.0,0.0,2.0,3.272727272727273,14.584849716057418,2.0,217.0,227.0,1.0,7.371597868688134,22.0,1.6858157091530304,37.08794560136667,0.0769485673959978,1.0757503818133602,0.7883914396610056,0.2050815601572739,0.2050815601572739,0.0985626626360817,0.0424630072955494,0.1541967409830848,2.1200331026119787,0.14258594457279,2.379131135482297,0.5024489341837255,12.727272727272728,4.788070575368616,14.5848497234556,0.5032096028983819,7.68445749,7.684457489999999,7.684457489999999,60.00000000000001,60.00000000000001,60.00000000000001
Mg(ScSe2)2,mp-1001019,4.0,22.058,5,1431.0,0.3913469387755102,2.0,3.7142857142857135,24.969840874722824,1.1428571428571428,180.0,227.0,1.0,4.038922133130348,14.0,1.3787834934861751,19.30296890880645,0.0583225784958422,1.0510323383216835,0.91550286712564,0.1905187144361714,0.1905187144361711,0.1335352393197646,0.0763054712877276,0.1128055024148763,2.6816084640766955,0.0429399411243309,1.7092240717780751,0.1387434219808923,15.428571428571429,5.972727131533393,25.25872434460375,0.4181539161388942,7.93751969,7.937519689999999,7.937519689999999,60.00000000000001,60.00000000000001,60.00000000000001
KSbO3,mp-16293,4.0,74.561,7,1673.0,0.0,2.0,2.0,15.008980580372462,1.8,217.0,227.0,1.0,4.621424751018928,20.0,1.3709505944546687,27.419011889093376,0.0855075085154264,1.175785203272582,0.7862312287114341,0.1567151514453492,0.1567151514453492,0.0956282988349604,0.0382513195339841,0.1841139962798506,2.3497716393365176,0.2061022387913363,1.539887657927811,0.2348968218289164,10.8,2.4,15.008980593324369,0.8006756264054213,7.51563009,7.515630089999999,7.515630089999999,60.00000000000001,60.00000000000001,60.00000000000001
La2Hf2O7,mp-12533,4.0,90.128,6,2581.0,0.0,2.0,4.363636363636363,14.073013415161777,1.2727272727272727,182.0,227.0,1.0,7.8571308626481375,22.0,1.6858157091530304,37.08794560136667,0.0683955019676777,1.0766588356624769,0.8185821765560422,0.1863608862360555,0.1863608862360554,0.0928676056713236,0.0475423196254957,0.1246587218156381,2.3568209294118665,0.1448353241734694,1.5984025058675668,0.235067993181359,12.727272727272728,4.788070575368616,14.34792232341877,0.6313820364976075,7.642619390000001,7.64261939,7.642619389999999,60.00000000000001,60.00000000000001,60.00000000000001
ZnIn2O4,mp-756297,4.0,59.587,5,1890.0,0.0,2.0,2.571428571428572,13.258682120043362,2.571428571428572,182.0,227.0,1.0,6.423868947896005,14.0,1.3787834934861751,19.30296890880645,0.0588136505612135,1.051461944241062,0.9223929612663874,0.1905708391762409,0.1905708391762409,0.1329714715301892,0.0759836980172509,0.1045609152840396,2.16599411955817,0.0478361558985618,1.708913435382304,0.1307571824202749,15.428571428571429,5.972727131533393,13.258682115513608,0.48617384972586,6.40296504,6.402965039999999,6.402965039999999,60.00000000000001,60.00000000000001,60.00000000000001
Mg2SiO4,mp-2895,4.0,76.011,6,2194.0,0.1893061224489796,2.0,1.7142857142857142,10.314707306681273,1.7142857142857142,215.0,62.0,5.0,3.116440220342432,28.0,2.521640636343318,70.60593781761291,0.0723909879947856,1.0772161105033964,0.8068640670425309,0.2140209625541374,0.1925783003171532,0.1463110061765224,0.0684713729370738,0.1157837344016724,1.9984350206910733,0.1507859647916095,1.6449760865179552,0.1605267853833485,16.571428571428573,3.6589281356759136,10.709397751027304,0.4998110638483727,10.323355,6.047893,4.80284,90.0,90.0,90.0
Cd(InS2)2,mp-559200,4.0,25.414,5,1372.0,1.078530612244898,2.0,2.571428571428572,23.29215738494709,2.571428571428572,124.0,227.0,1.0,4.657290995344941,14.0,1.3787834934861751,19.30296890880645,0.057545399526196,1.050352472695085,0.9080257376625628,0.1898390804765223,0.1898390804765223,0.1337697241910445,0.0764394633504268,0.1214462364503498,2.6310442086749206,0.0241795174644639,1.7094809622641325,0.1482312157825931,15.428571428571429,5.972727131533393,23.955162379217228,0.3789863339843312,7.79855341,7.798553409999999,7.798553409999999,60.00000000000001,60.00000000000001,60.00000000000001
La2Ce2O7,mp-755450,4.0,60.727,6,2382.0,0.0,2.0,6.909090909090909,15.868535628909669,1.2727272727272727,182.0,227.0,1.0,6.2892868522909104,22.0,1.6858157091530304,37.08794560136667,0.0623515617853535,1.0743215542442857,0.8530369301922364,0.1610892283947508,0.1588567116304535,0.0888464772202782,0.0507065867814723,0.1148592962557677,2.4358712921932595,0.1035059979541613,1.6166940071409066,0.2630707722578116,13.818181818181818,3.688265959109237,16.082550190121086,0.6867740526988839,7.93897068,7.938970679999999,7.938970679999999,60.00000000000001,60.00000000000001,60.00000000000001
CsScO2,mp-754826,4.0,17.785,5,1457.0,0.0,2.0,3.5,23.063907391571004,1.0,217.0,227.0,1.0,3.7044549702194014,8.0,1.5,12.0,0.146862920006605,1.278803725535133,0.70627415998679,0.2468213523616656,0.2285683823949876,0.1589262996248832,0.0878950527367822,0.2580295138888887,2.419744683904516,0.780137986392163,2.26870996363421,0.9457466696375616,14.0,4.242640687119285,23.517696793336192,0.9842483673064636,6.43181075,6.43181075,6.43181075,60.00000000000001,60.00000000000001,60.00000000000001
Li7SbN4,mp-1029522,3.0,65.83,8,1490.0,2.8608888888888893,1.0,1.8333333333333333,10.217061614789417,1.25,63.0,218.0,1.0,3.0659706504153217,96.0,2.8388471355518834,272.5293250129808,0.0415334550234164,1.049476293765622,0.9370775425414968,0.1646250046398,0.1373497784419853,0.06505138341032,0.0257049619052075,0.0998144680828621,2.158097029368409,0.0386695659224841,1.6102098523145068,0.3100028267931853,13.333333333333336,4.972144630058766,10.217061614789417,0.8707802886460753,9.935714,9.935714,9.935714,90.0,90.0,90.0
Ca6Ag16N,mp-542496,3.0,25.596,0,1043.0,0.5354026465028355,1.0,0.8260869565217391,20.40487961924297,0.1304347826086956,31.0,229.0,1.0,6.750605110351497,23.0,1.6309826076665428,37.51259997633049,0.0383281407106997,1.0721491942402976,0.8183709954506002,0.1049374431744078,0.1035912146945494,0.0707924242733029,0.0165247343150768,0.088105741508363,2.921696516679732,0.2633025842153903,0.0,0.0,14.0,1.9110661718118185,21.179904143717813,0.8667794868019767,8.585348041903238,8.58534804,8.58534804,109.47122063898138,109.47122063898138,109.47122063
Cs2SnI6,mp-27636,5.0,4.05,5,768.0,0.472,1.0,1.3333333333333333,45.4022700233294,1.1111111111111112,165.0,225.0,1.0,4.333491169639192,9.0,1.224394445405986,11.019550008653876,0.0615962904003747,1.0596484952608327,0.7228166931983135,0.0695587123038105,0.0695587123038105,0.0463726705133836,0.0309147223872357,0.109902984176015,3.9355448950926,0.3788788720566638,1.4484038759893532,0.2361347808180295,13.333333333333336,3.2998316455372216,48.79029808321374,0.5214576001651197,8.53159687,8.53159687,8.53159687,60.00000000000001,60.00000000000001,60.00000000000001
Tl2TeCl6,mp-27833,5.0,5.761,5,548.0,1.039259259259259,1.0,2.0,28.9048560721559,2.0,130.0,225.0,1.0,4.456701304147419,9.0,1.224394445405986,11.019550008653876,0.0578006793349115,1.0598057724302048,0.7398969429928983,0.0668417360091202,0.0668417360091202,0.0445611606573754,0.0297074338023262,0.1019010987326117,0.0,0.0,0.0,0.0,13.333333333333336,3.2998316455372216,31.01158202680388,0.3371091968105099,7.33545645,7.33545645,7.335456449999999,60.00000000000001,60.00000000000001,60.00000000000001
K2TiCl6,mp-27839,5.0,5.98,5,1036.0,1.108,1.0,1.7777777777777777,26.21659165225724,0.6666666666666666,165.0,225.0,1.0,2.232695118200388,9.0,1.224394445405986,11.019550008653876,0.0655826332889399,1.0601083726378366,0.7048781501997703,0.081589842830644,0.0815898428306437,0.0543947832789977,0.0362600794021947,0.1180196963056329,2.623192020406093,0.4942447653236145,0.0,0.0,13.333333333333336,3.2998316455372216,27.99606370334972,0.4994005946498969,7.08954168,7.089541679999999,7.089541679999998,60.00000000000001,60.00000000000001,60.00000000000001
K2OsBr6,mp-27835,5.0,5.439,5,1000.0,0.6475555555555556,1.0,1.3333333333333333,30.662559992784665,0.6666666666666666,165.0,225.0,1.0,4.252865877071224,9.0,1.224394445405986,11.019550008653876,0.0637233876485297,1.0598129425822358,0.7132447555816162,0.0759030200617625,0.0759030200617625,0.050602685434936,0.0337337795024352,0.1142714151960684,3.427686444277453,0.3402960005348525,1.4460474343408518,0.2427466170502313,13.333333333333336,3.2998316455372216,32.444399540936416,0.4679150520428746,7.44673243,7.446732429999999,7.446732429999999,60.00000000000001,60.00000000000001,60.00000000000001
K2PdCl6,mp-23067,5.0,6.499,5,971.0,1.108,1.0,0.8888888888888888,25.662407012882824,0.6666666666666666,165.0,225.0,1.0,2.648031622790078,9.0,1.224394445405986,11.019550008653876,0.0657853644340081,1.0601492446007152,0.7039658600469638,0.082217609277298,0.0822176092772978,0.0548134268847346,0.036538909856751,0.118424402786237,3.2444674289827105,0.3317263943179592,1.4436606335097968,0.2491635498138296,13.333333333333336,3.2998316455372216,27.684698558076786,0.5050172690874515,7.06316094,7.06316094,7.06316094,59.99999999999999,59.99999999999999,59.99999999999999
Cs2TiCl6,mp-27828,5.0,4.47,5,1024.0,1.108,1.0,1.7777777777777777,30.783038017637185,0.6666666666666666,165.0,225.0,1.0,2.963362014929222,9.0,1.224394445405986,11.019550008653876,0.0729959294929985,1.0627432297458732,0.6715183172815062,0.1054458711982196,0.1054458711982195,0.070312229624392,0.0468448554317699,0.1322935831077155,2.6735211091259665,0.5732780876560352,0.0,0.0,13.333333333333336,3.2998316455372216,32.774371524726966,0.6233567614479228,7.4718927,7.471892699999999,7.471892699999999,60.00000000000001,60.00000000000001,60.00000000000001
K2ReCl6,mp-22947,5.0,6.559,5,1117.0,1.108,1.0,1.4444444444444444,26.61105260170769,0.6666666666666666,165.0,225.0,1.0,3.073018520841506,9.0,1.224394445405986,11.019550008653876,0.0654968490439657,1.060091593288225,0.7052641793021542,0.0813246551480247,0.0813246551480246,0.0542179378041451,0.0361422897918393,0.1178482093014351,2.6443511739719985,0.4974784334857767,0.0,0.0,13.333333333333336,3.2998316455372216,28.64642834087691,0.4834545384652582,7.144020020000001,7.14402002,7.14402002,60.00000000000001,60.00000000000001,60.00000000000001
CaPbF6,mp-20463,5.0,28.964,5,1040.0,0.73875,1.0,1.25,20.11319723578803,1.25,210.0,225.0,1.0,3.6140279915515263,8.0,1.061278124459133,8.490224995673064,0.1002810740871389,1.0668540493914258,0.7684868159544374,0.0949206457331244,0.0949206457331242,0.0711904842998433,0.0355952421499215,0.2488758035080001,2.1810010008843905,0.04221981737512,2.748893569256891,0.6801747600669883,9.0,1.7320508075688772,20.74902004782012,0.3132656475003101,6.16880239,6.168802389999999,6.168802389999999,60.00000000000001,60.00000000000001,59.99999999999999
K2TcCl6,mp-27632,5.0,5.863,5,1058.0,1.108,1.0,1.4444444444444444,26.34881614059897,0.6666666666666666,165.0,225.0,1.0,2.5354858246849417,9.0,1.224394445405986,11.019550008653876,0.0650675785881225,1.0600122219137853,0.707195896353449,0.080001658949207,0.0800016589492069,0.0533356924126478,0.0355546220487455,0.1169879515900942,2.6386648358266007,0.4926629317860027,0.0,0.0,13.333333333333336,3.2998316455372216,28.30086053982405,0.4893577625573798,7.115177130000001,7.115177130000001,7.11517713,60.00000000000001,60.00000000000001,60.00000000000001
NaPF6,mp-10474,5.0,13.1,6,753.0,0.4340624999999999,1.0,1.25,14.316720131938157,1.125,227.0,225.0,1.0,2.2649456685346943,8.0,1.061278124459133,8.490224995673064,0.0971239999336471,1.0647493332890985,0.6675171869899388,0.1803132814147348,0.1803132814147348,0.1352349610610511,0.0676174805305255,0.2279253748,1.9743334983400376,0.1693583274876083,2.748893566303133,0.6801747583616357,9.0,1.7320508075688772,15.391875375243387,0.2579234706494319,5.58425842,5.584258419999999,5.584258419999999,60.00000000000001,60.00000000000001,60.00000000000001
K2PtCl6,mp-23513,5.0,6.664,5,993.0,1.108,1.0,1.1111111111111112,25.996582222382955,0.6666666666666666,165.0,225.0,1.0,3.2365729893424016,9.0,1.224394445405986,11.019550008653876,0.0657202386754914,1.0601359280897635,0.7042589259602884,0.0820157827261139,0.0820157827261138,0.0546788323435,0.0364492671768184,0.1182944804190379,3.2454634671529594,0.331521888285166,1.4437375665833596,0.2489607970153283,13.333333333333336,3.2998316455372216,27.70487492455585,0.4998847975285982,7.06487638,7.064876379999999,7.064876379999999,60.00000000000001,60.00000000000001,59.99999999999999
Rb2ZrCl6,mp-27831,5.0,5.349,5,1060.0,1.108,1.0,1.7777777777777777,29.58935876078981,0.6666666666666666,165.0,225.0,1.0,2.765656622060616,9.0,1.224394445405986,11.019550008653876,0.0635079346650663,1.0597879050467416,0.7142142940072015,0.0752524026474182,0.075252402647418,0.0501688708958031,0.0334447090021532,0.113832805416437,2.7585585042375698,0.5010274687107489,0.0,0.0,13.333333333333336,3.2998316455372216,31.680352656440554,0.5241750842696992,7.38781205,7.387812049999999,7.387812049999999,60.00000000000001,60.00000000000001,60.00000000000001
Cs2ZrCl6,mp-638729,5.0,5.266,5,1062.0,1.108,1.0,1.7777777777777777,32.506619867273024,0.6666666666666666,165.0,225.0,1.0,3.004516191764074,9.0,1.224394445405986,11.019550008653876,0.0684924051965501,1.0608605369068564,0.6917841766155244,0.0907385113393268,0.0907385113393267,0.0604967502497201,0.0403223481194755,0.12375190019047,2.7891352988782794,0.5530531608913835,0.0,0.0,13.333333333333336,3.2998316455372216,34.987956630336406,0.5969534273282344,7.63645908,7.636459079999999,7.636459079999999,60.00000000000001,60.00000000000001,60.00000000000001
Cs2SnCl6,mp-608555,5.0,4.195,5,761.0,1.108,1.0,1.3333333333333333,32.09279812518935,1.1111111111111112,165.0,225.0,1.0,3.269383524454633,9.0,1.224394445405986,11.019550008653876,0.0671506244586487,1.0604692886116447,0.6978221899360805,0.0864832941414263,0.0864832941414262,0.0576583463310064,0.0384332637472263,0.1211291212122906,2.771217744154461,0.5367357240659341,0.0,0.0,13.333333333333336,3.2998316455372216,33.704570790337684,0.6103595008824733,7.54192315,7.541923149999999,7.541923149999999,60.00000000000001,60.00000000000001,60.00000000000001
CaTiF6,mp-27315,5.0,34.298,5,1054.0,0.73875,1.0,1.75,17.55868086091457,0.75,210.0,225.0,1.0,2.307503292965504,8.0,1.061278124459133,8.490224995673064,0.0994872033255369,1.0663248022170249,0.7268442152000691,0.1217621999170627,0.1217621999170625,0.091321649937797,0.0456608249688984,0.243567818752,2.086410499450132,0.0966091517665388,2.748893571891069,0.6801747615878317,9.0,1.7320508075688772,18.16474369519884,0.268821969809593,5.90126005,5.90126005,5.901260049999999,60.00000000000001,60.00000000000001,60.00000000000001
Rb2NbCl6,mp-571513,5.0,3.25,5,1025.0,1.108,1.0,1.6666666666666667,28.50338093434449,0.6666666666666666,165.0,225.0,1.0,2.813966134696434,9.0,1.224394445405986,11.019550008653876,0.0661711945197268,1.060231768418697,0.7022296246612292,0.0834164279887243,0.0834164279887242,0.055612915246386,0.0370713503231175,0.1191924335502223,2.7139479145065724,0.5166730899227098,0.0,0.0,13.333333333333336,3.2998316455372216,31.246780988988856,0.52139053646781,7.35395436,7.353954359999999,7.353954359999999,60.00000000000001,60.00000000000001,59.99999999999999
K2SiF6,mp-3042,5.0,10.188,5,1133.0,0.7610370370370371,1.0,1.3333333333333333,14.125422746291004,1.1111111111111112,214.0,225.0,1.0,2.60602337939977,9.0,1.224394445405986,11.019550008653876,0.0829563740527112,1.0702195259993323,0.6266963167627996,0.139956898059547,0.1399568980595469,0.0933998389408505,0.0620760788249286,0.1497115525512181,1.9903919672989987,0.5058133816874587,0.0,0.0,13.333333333333336,3.2998316455372216,15.59511538035376,0.6976639531678102,5.83331416,5.83331416,5.83331416,60.00000000000001,60.00000000000001,60.00000000000001
Cs2SiF6,mp-4047,5.0,6.577,5,1060.0,0.7610370370370371,1.0,1.3333333333333333,19.112365674258925,1.1111111111111112,214.0,225.0,1.0,3.629149310919575,9.0,1.224394445405986,11.019550008653876,0.0943732382709324,1.085107101293003,0.5753204277808044,0.1820270821944568,0.1820270821944566,0.1217439464641912,0.0803775143070205,0.1671098793679506,2.065352501674933,0.6346710463206936,0.0,0.0,13.333333333333336,3.2998316455372216,20.73678477197392,0.8356659563068692,6.41455169,6.414551689999999,6.414551689999999,60.00000000000001,60.00000000000001,60.00000000000001
K2SnBr6,mp-568333,5.0,5.135,5,563.0,0.6475555555555556,1.0,1.3333333333333333,33.53040305710317,1.1111111111111112,165.0,225.0,1.0,3.552157022556376,9.0,1.224394445405986,11.019550008653876,0.0590918821960545,1.0596881792294632,0.7340865301177549,0.0672897706887731,0.067289770688773,0.0448598688734351,0.0299065357537835,0.1046524374365531,2.909957771634761,0.4884513862234802,0.0,0.0,13.333333333333336,3.2998316455372216,35.12962086964348,0.4434316906131497,7.646751730000001,7.64675173,7.64675173,60.00000000000001,60.00000000000001,60.00000000000001
Ca6Ge2O,mp-1019564,4.0,37.257,0,1666.0,0.132395061728395,0.0,1.1111111111111112,24.76318941784673,1.1111111111111112,213.0,225.0,1.0,2.993319508339132,9.0,1.224394445405986,11.019550008653876,0.0580490310633476,1.0597780639262664,0.7387793602149362,0.0669316722350596,0.0669316722350594,0.0446211199555378,0.0297474030393621,0.1024326028547555,2.6012172196885937,0.4285052127941882,0.0,0.0,13.333333333333336,3.2998316455372216,24.76318942379539,0.7351475722183025,6.80541628,6.80541628,6.805416279999999,60.00000000000001,60.00000000000001,60.00000000000001
